REF_DATE,GEO,Sex,Age group,Dissatisfied,Going to school,Have not worked in last year,Job leavers,Jobs losers,Never worked,Other reasons,Own illness or disability,Permanent layoff,Personal or family reasons,Retired,Temporary layoff
2004,Manitoba,Females,3,0.0,0.0,42600.0,4300.0,2900.0,3200.0,0.0,0.0,2800.0,0.0,2800.0,0.0
2004,Manitoba,Females,4,0.0,0.0,135600.0,1600.0,0.0,20800.0,0.0,0.0,0.0,0.0,1400.0,0.0
2004,Manitoba,Males,1,3300.0,12800.0,5400.0,18800.0,11400.0,20400.0,1200.0,0.0,10800.0,0.0,0.0,0.0
2004,Manitoba,Males,2,2600.0,2200.0,22300.0,10200.0,14200.0,3200.0,500.0,2200.0,12600.0,0.0,0.0,1600.0
2004,Manitoba,Males,3,0.0,0.0,29300.0,4100.0,3400.0,0.0,0.0,0.0,3200.0,0.0,2900.0,0.0
2004,Manitoba,Males,4,0.0,0.0,105400.0,2900.0,500.0,0.0,0.0,0.0,500.0,0.0,2400.0,0.0
2004,New Brunswick,Females,1,1300.0,13800.0,4800.0,19200.0,6200.0,9400.0,1600.0,0.0,5900.0,1000.0,0.0,0.0
2004,New Brunswick,Females,2,800.0,1900.0,45300.0,11200.0,21300.0,6400.0,2000.0,2400.0,18200.0,2600.0,0.0,3200.0
2004,New Brunswick,Females,3,0.0,0.0,41900.0,2500.0,4700.0,2500.0,0.0,0.0,4200.0,0.0,1600.0,0.0
2004,New Brunswick,Females,4,0.0,0.0,84800.0,0.0,0.0,20600.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,New Brunswick,Males,1,2600.0,14200.0,4600.0,19300.0,11400.0,11300.0,1400.0,0.0,10600.0,0.0,0.0,0.0
2004,New Brunswick,Males,2,1200.0,1600.0,24300.0,7200.0,31200.0,3400.0,700.0,1800.0,27200.0,0.0,0.0,4000.0
2004,New Brunswick,Males,3,0.0,0.0,31000.0,2900.0,6400.0,0.0,0.0,0.0,5700.0,0.0,1900.0,0.0
2004,New Brunswick,Males,4,0.0,0.0,75300.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0
